category,job_title,job_skill_set
HR,Human Resources Coordinator,"['data management', 'administrative duties', 'analytical skills', 'record keeping', 'spreadsheets', 'databases', 'multitasking', 'time management', 'communication', 'problem solving', 'positive attitude', 'service-oriented', 'hris systems', 'workday hr software']"
HR,Human Resources Manager,"['knowledge of employment-related laws', 'hr information system analysis', 'interpersonal skills', 'conflict resolution', 'integrity', 'professionalism', 'discretion', 'ability to learn quickly', 'shrm-cp', 'shrm-scp', ""bachelor's degree in hr or related field"", ""master's degree in hr or related field"", 'spanish fluency']"
HR,Chief Human Resource Officer,"['human resources management', 'compensation and benefits planning', 'talent acquisition', 'training and development', 'strategic planning', 'policy development', 'leadership', 'communication', 'problem solving', 'conflict management', 'teamwork', 'decision-making', 'employment law', 'succession planning', 'ethical standards', 'visionary thinking']"
HR,"Executive Director of Human Resources, Spaulding Rehabilitation Hospital","['hr management', 'talent strategy', 'change management', 'workforce planning', 'employee relations', 'recruitment and retention', 'compensation and benefits', 'hris', 'leadership development', 'organizational development', 'data analysis', 'performance management', 'operational transformation', 'collaboration', 'communication', 'problem solving', 'leadership', 'strategic thinking', 'interpersonal skills', 'conflict resolution', 'adaptability', 'coaching', 'feedback reception', 'diversity and inclusion', 'strategic hrbp model', 'human capital planning']"
HR,Human Resources Coordinator,"['microsoft office', 'communication', 'interpersonal skills', 'time management', 'teamwork', 'attention to detail', 'problem solving', 'bilingual skills', 'hris', 'ats', 'canva', 'paylocity', 'plansource', 'employment laws', 'flexibility', 'trustworthiness']"
HR,Human Resources Generalist,"['human resources administration', 'recruitment', 'employee engagement', 'compensation management', 'benefits administration', 'microsoft office suite', 'data compliance', 'communication', 'problem solving', 'conflict management', 'proactive approach', 'multitasking', 'teamwork', 'calm under pressure', 'ownership and drive', 'safety training', 'accident investigation', 'bilingual communication']"
HR,Human Resources Coordinator,"['employee onboarding', 'record keeping', 'hr software', 'data protection compliance', 'administrative tasks', 'recruitment coordination', 'performance evaluations', 'hr policies', 'communication', 'attention to detail', 'adaptability', 'proactivity', 'collaboration', 'interpersonal skills', 'problem solving', 'ethical integrity']"
HR,Vice President Human Resources,"['strategic direction', 'recruitment', 'compensation', 'employee benefits', 'employee relations', 'payroll', 'process improvements', 'hr technology', 'communication', 'innovation', 'problem solving', 'people-first mindset', 'engagement', 'collaboration', 'employee health', 'leadership development', 'compliance', 'adp workforce now', 'data analysis', 'leadership']"
HR,Human Resources Generalist,"['hr principles', 'recruitment', 'employee relations', 'hr policies and compliance', 'training and development', 'hr data management', 'communication', 'interpersonal skills', 'organizational skills', 'time management', 'discretion', 'problem solving', 'collaboration', 'performance management', 'benefits administration', 'hr certification']"
HR,Director of Human Resources,"['hr policies', 'payroll', 'employee relations', 'performance management', 'compensation and benefits', 'talent acquisition', 'hris systems', 'microsoft office suite', 'organizational design', 'communication', 'problem-solving', 'interpersonal skills', 'integrity', 'professionalism', 'autonomy', 'resilience', 'adaptability', 'trustworthiness', 'hr infrastructure', 'compliance', 'mergers and acquisitions', 'workforce planning', 'employee engagement']"
HR,Human Resources Manager,"['human resources management', 'employment law', 'talent acquisition', 'microsoft office suite', 'hris', 'data analysis', 'performance evaluation', 'conflict resolution', 'training and development', 'recruitment', 'benefits administration', 'communication', 'interpersonal skills', 'organizational skills', 'problem solving', 'integrity', 'professionalism', 'attention to detail', 'negotiation', 'delegation', 'confidentiality']"
HR,Human Resources Director,"['talent acquisition', 'employee relations', 'compliance with employment laws', 'training and development', 'hris management', 'payroll administration', 'data reporting', 'hr policies development', 'coaching and mentorship', 'leadership', 'communication', 'interpersonal skills', 'collaboration', 'problem solving', 'relationship building', 'adaptability', 'continuous learning', 'hr strategy development', 'performance management', 'diversity and inclusion initiatives', 'stakeholder management', 'strategic thinking', 'influence']"
HR,"Intern, Talent Management, Human Resources","['microsoft office suite', 'performance management', 'project coordination', 'documentation', 'training administration', 'collaboration', 'communication', 'problem solving', 'dependability', 'relationship building', 'adaptability', 'eagerness to learn', 'data analysis', 'sharepoint']"
HR,Human Resources Generalist,"['recruiting', 'employee benefits administration', 'conflict resolution', 'hr policies and procedures development', 'payroll processing', 'hr reporting and analytics', 'training and development coordination', 'communication', 'interpersonal skills', 'integrity', 'team collaboration', 'problem solving', 'hris (workday)', 'ms office suite', 'compliance with labor laws']"
HR,Senior Human Resources Business Partner,"['hr management', 'employee relations', 'conflict management', 'talent development', 'hr analytics', 'federal and state employment laws', 'project management', 'powerpoint', 'excel', 'presentation skills', 'interviewing and assessment', 'workforce development', 'culture alignment', 'communication', 'teamwork', 'analytical skills', 'decision-making', 'organizational skills', 'independence', 'multi-tasking', 'work ethic', 'people skills', 'relationship building', 'adaptability', 'confidentiality', 'm&a experience', 'smartsheet']"
HR,Human Resources Director,"['human resources management', 'employee relations', 'benefits administration', 'compliance', 'performance management', 'training and development', 'payroll systems', 'microsoft office', 'data analysis', 'employment law knowledge', 'communication', 'teamwork', 'initiative', 'confidentiality', 'attention to detail', 'problem solving', 'interpersonal skills', 'independence', 'leadership', 'adaptability', 'hr policy development', 'background check process', 'job description maintenance']"
HR,Human Resources Director,"['employee relations', 'performance management', 'communication', 'teamwork', 'conflict resolution', 'coaching', 'problem solving', 'leadership', 'hris systems', 'recruitment strategies', 'compliance with labor laws', 'benefits administration', 'job grading process', 'data analysis', 'empathy']"
HR,Human Resources Lead,"['data analysis', 'strategic planning', 'mentoring', 'communication', 'leadership', 'problem-solving', 'adaptability', 'teamwork', 'self-starter', 'empathy', 'motivation', 'strategic thinking', 'hr policies', 'employee onboarding', 'performance management', 'employee relations', 'hris (hibob)', 'benefits administration', 'payroll management', 'compliance', 'budgeting', 'risk management', 'diversity and inclusion initiatives', 'staffing strategies', 'employee engagement surveys', 'entrepreneurial mindset', 'active listening', 'cultural ambassador']"
